No.	NAME	G(N..N)	G(N..S)	G(O..I)	G(F..F)
2352	2-44	0	0	0	0
2353	4-47	2.91691589355469	0	0	0
2354	4-29	2.8249180316925	0	0	0
2355	2-29	0	0	0	0
2356	3-6	0	7.50019931793213	0	0
2357	4-29	2.90528702735901	0	0	0
2358	4-41	0	0	0	0
2359	4-51	6.69145917892456	0	0	0
2360	4-27	0	0	0	0
2361	2-25	0	0	0	0
2362	2-57	0	0	0	0
2363	3-48	0	0	0	0
2364	2-27	0	0	0	0
2365	2-34	5.79032754898071	0	0	0
2366	2-56	0	0	0	0
2367	2-43	0	0	0	0
2368	2-57	0	0	0	0
2369	4-63	0	0	0	0
2370	4-16	0	0	0	0
2371	3-26	19.1743640899658	15.2561225891113	0	0
2372	3-6	0	7.47590780258179	0	0
2373	3-48	0	0	0	0
2374	2-57	0	0	0	0
2375	2-80	0	0	0	0
2376	2-27	0	0	0	0
2377	2-47	0	0	0	0
2378	3-52	0	0	0	0
2379	3-49	0	0	0	0
2380	2-40	0	0	0	0
2381	2-80	0	0	0	0
2382	4-51	7.83650636672974	0	0	0
2383	3-43	2.37105941772461	0	0	0
2384	4-20	3.25108051300049	0	0	0
2385	4-63	0	0	0	0
2386	2-32	0	0	0	0
2387	3-6	0	6.89946985244751	0	0
2388	2-28	0	0	0	0
2389	2-10	14.5583248138428	0	0	0
2390	3-52	0	0	0	0
2391	3-5	0	6.49310827255249	0	0
2392	2-74	0	0	0	0
2393	4-49	0	0	0	0
2394	3-49	0	0	0	0
2395	2-83	0	0	0	0
2396	3-19	0	0	0	0
2397	2-93	0	0	0	0
2398	3-19	0	0	0	0
2399	3-11	0	0	0	0
2400	2-66	0	0	0	0
2401	3-52	0	0	0	0
2402	2-68	0	0	0	0
2403	2-83	0	0	0	0
2404	3-36	0	6.7914867401123	0	0
2405	4-59	0	0	0	0
2406	2-45	2.3700897693634	0	0	0
2407	2-40	0	0	0	0
2408	2-69	0	0	46.834300994873	0
2409	2-35	6.55856895446777	0	0	0
2410	2-29	0	0	0	0
2411	2-80	0	0	0	0
2412	2-79	0	0	0	0
2413	3-25	20.3071060180664	15.8000144958496	0	0
2414	3-46	0	0	0	0
2415	4-41	0	0	0	0
2416	3-52	0	0	0	0
2417	4-20	2.93811249732971	0	0	0
2418	2-22	0	0	0	0
2419	4-51	8.0921459197998	0	0	0
2420	2-42	0	0	0	0
2421	2-48	0	0	0	0
2422	4-59	0	0	0	0
2423	2-57	0	0	0	0
2424	3-19	0	0	0	0
2425	3-10	0	0	0	0
2426	3-19	0	0	0	0
2427	2-69	0	0	47.3352928161621	0
2428	3-19	0	0	0	0
2429	3-46	0	0	0	0
2430	4-29	2.8470139503479	0	0	0
2431	2-32	0	0	0	0
2432	2-32	0	0	0	0
2433	2-80	0	0	0	0
2434	2-46	0	0	0	0
2435	4-44	13.3233776092529	0	0	0
2436	4-57	0	4.08043241500854	0	0
2437	3-30	2.37427449226379	0	0	0
2438	4-57	0	4.10040521621704	0	0
2439	3-52	0	0	0	0
2440	3-53	0	0	0	0
2441	3-25	19.5584392547607	15.435001373291	0	0
2442	2-74	0	0	0	0
2443	4-63	0	0	0	0
2444	4-63	0	0	0	0
2445	3-5	0	7.17287635803223	0	0
2446	2-80	0	0	0	0
2447	2-10	14.2518787384033	0	0	0
2448	4-63	0	0	0	0
2449	2-45	2.37149930000305	0	0	0
2450	3-37	0	0	0	0
2451	2-69	0	0	44.3160095214844	0
2452	3-36	0	6.98108339309692	0	0
2453	2-51	0	4.06162595748901	0	0
2454	4-51	8.0632209777832	0	0	0
2455	3-6	0	6.9676079750061	0	0
2456	3-53	0	0	0	0
2457	2-74	0	0	0	0
2458	3-49	0	0	0	0
2459	2-80	0	0	0	0
2460	4-59	0	0	0	0
2461	4-44	15.3129968643188	0	0	0
2462	4-51	8.34100246429443	0	0	0
2463	2-35	6.55461502075195	0	0	0
2464	2-28	0	0	0	0
2465	2-80	0	0	0	0
2466	3-37	0	0	0	0
2467	2-66	0	0	0	0
2468	4-51	9.70934772491455	0	0	0
2469	4-63	0	0	0	0
2470	3-11	0	0	0	0
2471	2-92	0	0	0	0
2472	2-74	0	0	0	0
2473	2-27	0	0	0	0
2474	2-46	0	0	0	0
2475	2-28	0	0	0	0
2476	4-14	2.95182132720947	0	0	0
2477	4-41	0	0	0	0
2478	3-5	0	7.07772922515869	0	0
2479	3-43	2.3720281124115	0	0	0
2480	2-28	0	0	0	0
2481	3-19	0	0	0	0
2482	2-74	0	0	0	0
2483	2-92	0	0	0	0
2484	2-66	0	0	0	0
2485	3-48	0	0	0	0
2486	4-14	3.29819965362549	0	0	0
2487	2-69	0	0	42.4128074645996	0
2488	4-51	8.34028911590576	0	0	0
2489	4-44	13.5903463363647	0	0	0
2490	3-6	0	7.1097526550293	0	0
2491	2-93	0	0	0	0
2492	4-59	0	0	0	0
2493	2-50	0	0	0	0
2494	2-40	0	0	0	0
2495	2-10	14.1744146347046	0	0	0
2496	4-59	0	0	0	0
2497	2-10	14.4591302871704	0	0	0
2498	4-16	0	0	0	0
2499	4-51	8.21459865570068	0	0	0
2500	4-63	0	0	0	0
2501	2-92	0	0	0	0
2502	2-66	0	0	0	0
2503	2-50	0	0	0	0
2504	4-44	13.5689764022827	0	0	0
2505	2-48	0	0	0	0
2506	4-62	0	0	0	0
2507	2-69	0	0	43.789966583252	0
2508	2-50	0	0	0	0
2509	3-48	0	0	0	0
2510	4-29	2.81896567344666	0	0	0
2511	2-48	0	0	0	0
2512	4-37a	0	0	0	0
2513	4-31	20.9516143798828	10.6499700546265	0	0
2514	2-69	0	0	41.858097076416	0
2515	Chloramphenicol	5.96412086486816	0	0	0
2516	4-59	0	0	0	0
2517	2-69	0	0	42.2736167907715	0
2518	2-10	14.3298225402832	0	0	0
2519	2-74	0	0	0	0
2520	3-43	2.3721079826355	0	0	0
2521	4-9	0	0	0	0
2522	2-28	0	0	0	0
2523	4-59	0	0	0	0
2524	3-6	0	7.236976146698	0	0
2525	4-41	0	0	0	0
2526	3-37	0	0	0	0
2527	2-92	0	0	0	0
2528	4-14	2.90254974365234	0	0	0
2529	2-66	0	0	0	0
2530	2-28	0	0	0	0
2531	2-92	0	0	0	0
2532	2-93	0	0	0	0
2533	2-28	0	0	0	0
2534	2-28	0	0	0	0
2535	4-63	0	0	0	0
2536	4-46	7.37492752075195	8.8988733291626	0	0
2537	4-59	0	0	0	0
2538	2-74	0	0	0	0
2539	4-9	0	0	0	0
2540	3-43	2.37319302558899	0	0	0
2541	2-28	0	0	0	0
2542	2-80	0	0	0	0
2543	4-16	0	0	0	0
2544	4-31	18.5394725799561	9.87928009033203	0	0
2545	2-70	0	0	0	0
2546	4-37a	0	0	0	0
2547	4-59	0	0	0	0
2548	4-57	0	3.55155348777771	0	0
2549	4-46	7.05041074752808	8.18821239471436	0	0
2550	4-57	0	4.12989473342896	0	0
2551	4-37a	0	0	0	0
2552	4-37a	0	0	0	0
2553	4-31	18.432035446167	10.3428659439087	0	0
2554	4-57	0	4.09760713577271	0	0
2555	4-46	7.65608787536621	9.10348701477051	0	0
2556	4-16	0	0	0	0
2557	4-16	0	0	0	0
2558	4-46	6.71029138565063	7.99915361404419	0	0
2559	4-46	7.84246444702148	8.57283878326416	0	0
2560	4-37a	0	0	0	0
2561	4-46	7.39853572845459	8.98945617675781	0	0
2562	4-41	0	0	0	0
2563	2-70	0	0	0	0
2564	4-37a	0	0	0	0
2565	4-37a	0	0	0	0
2566	2-86	0	0	0	0
2567	2-47	0	0	0	0
2568	4-31	21.1423797607422	10.5780563354492	0	0
2569	4-55a	8.8695650100708	0	0	0
2570	2-84	0	0	0	0
2571	2-70	0	0	0	0
2572	2-47	0	0	0	0
2573	2-86	0	0	0	0
2574	2-70	0	0	0	0
2575	2-63	10.3604583740234	0	0	0
2576	2-70	0	0	0	0
2577	4-31	20.6828289031982	10.2148733139038	0	0
2578	2-86	0	0	0	0
2579	2-70	0	0	0	0
2580	2-86	0	0	0	0
2581	2-86	0	0	0	0
2582	3-19	0	0	0	0
2583	2-27	0	0	0	0
2584	2-47	0	0	0	0
2585	2-47	0	0	0	0
2586	3-48	0	0	0	0
2587	4-46	6.50401830673218	7.3758487701416	0	0
2588	3-19	0	0	0	0
2589	2-62	0	0	0	0
2590	2-62	0	0	0	0
2591	4-46	6.67505502700806	7.86702680587769	0	0
2592	2-62	0	0	0	0
2593	4-44	13.4049549102783	0	0	0
2594	2-62	0	0	0	0
2595	2-62	0	0	0	0
2596	2-62	0	0	0	0
2597	2-62	0	0	0	0
2598	2-62	0	0	0	0
2599	2-62	0	0	0	0
2600	2-62	0	0	0	0
2601	2-62	0	0	0	0
2602	4-16	0	0	0	0
2603	2-62	0	0	0	0
2604	2-62	0	0	0	0
2605	2-62	0	0	0	0
