No.	NAME	WHALES00_Rem	WHALES10_Rem	WHALES20_Rem	WHALES30_Rem	WHALES40_Rem	WHALES50_Rem	WHALES60_Rem	WHALES70_Rem	WHALES80_Rem	WHALES90_Rem	WHALES100_Rem	WHALES00_Isol	WHALES10_Isol	WHALES30_Isol	WHALES40_Isol	WHALES60_Isol	WHALES70_Isol	WHALES80_Isol	WHALES90_Isol	WHALES100_Isol	WHALES00_IR	WHALES10_IR	WHALES20_IR	WHALES30_IR	WHALES40_IR	WHALES50_IR	WHALES90_IR	WHALES100_IR
102	4-11	-4.204	-1.822	-1.484	-1.059	-0.775	0.285	0.458	0.64	0.774	0.999	1.993	-0.402	-0.13	-0.081	-0.071	0.087	0.107	0.133	0.168	0.194	-0.251	-0.11	-0.085	-0.067	-0.036	0.049	0.359	0.681
103	3-39	-3.781	-2.723	-1.739	-1.312	-0.983	-0.751	0.325	0.568	0.704	0.9	1.339	-0.305	-0.245	-0.155	-0.145	0.105	0.177	0.206	0.266	0.289	-0.382	-0.173	-0.126	-0.11	-0.068	-0.049	0.39	0.85
104	4-36	-2.71	-1.789	-1.25	-1.05	-0.78	-0.049	0.438	0.757	0.889	1.14	1.565	-0.282	-0.17	-0.095	-0.081	0.062	0.112	0.127	0.138	0.182	-0.536	-0.165	-0.107	-0.083	-0.055	0.001	0.285	0.459
105	2-15	-2.767	-1.994	-1.538	-0.893	-0.686	-0.396	0.478	0.594	0.693	1.173	3.306	-0.395	-0.109	-0.087	-0.06	0.054	0.064	0.083	0.093	0.278	-0.532	-0.238	-0.131	-0.076	-0.039	-0.019	0.142	0.204
106	3-33	-2.63	-1.977	-1.442	-0.854	-0.71	-0.373	0.547	0.662	0.848	1.194	2.599	-0.354	-0.104	-0.072	-0.061	0.056	0.075	0.086	0.127	0.345	-0.539	-0.182	-0.086	-0.064	-0.034	-0.017	0.164	0.288
107	4-4	-2.392	-1.774	-1.373	-1.228	-1.105	-1.026	-0.724	-0.551	-0.356	0.497	0.956	-0.348	-0.21	-0.145	-0.132	-0.083	-0.076	-0.062	0.127	0.287	-0.658	-0.355	-0.194	-0.136	-0.126	-0.107	0.207	0.3
108	4-53	-2.143	-1.906	-1.417	-1.085	-0.925	-0.814	-0.56	0.428	0.594	1.636	2.421	-0.383	-0.173	-0.116	-0.109	-0.079	0.063	0.088	0.134	0.316	-0.451	-0.194	-0.184	-0.108	-0.096	-0.076	0.197	0.271
109	2-8	-2.913	-1.535	-1.168	-0.978	-0.841	-0.475	0.478	0.619	0.799	0.94	1.259	-0.371	-0.262	-0.075	-0.058	0.061	0.095	0.124	0.177	0.307	-1.143	-0.163	-0.103	-0.089	-0.063	-0.033	0.317	0.327
110	4-15	-2.892	-1.942	-1.763	-1.128	-1.062	-1.013	-0.86	-0.724	-0.467	0.395	0.946	-0.59	-0.446	-0.252	-0.143	-0.138	-0.132	-0.085	0.054	0.125	-0.835	-0.303	-0.167	-0.158	-0.149	-0.136	0.055	0.258
111	4-54	-2.832	-2.153	-1.601	-1.263	-1.09	-1.018	-0.583	-0.507	-0.373	0.508	0.727	-0.302	-0.177	-0.134	-0.119	-0.064	-0.057	-0.05	0.144	0.193	-0.396	-0.316	-0.192	-0.135	-0.116	-0.098	0.235	0.403
112	2-11	-1.538	-1.37	-1.148	-0.786	0.086	0.479	0.598	0.738	1.239	1.511	2.281	-0.232	-0.182	-0.096	0.028	0.137	0.143	0.173	0.194	0.281	-0.307	-0.145	-0.122	-0.067	0.007	0.055	0.406	0.471
113	4-28a	-4.83	-2.041	-1.543	-1.251	-0.577	-0.368	0.354	0.452	0.737	1.171	1.37	-0.361	-0.187	-0.115	-0.087	0.049	0.081	0.109	0.136	0.164	-0.358	-0.206	-0.115	-0.085	-0.061	-0.028	0.273	0.402
114	4-54	-2.826	-2.069	-1.589	-1.323	-1.164	-1.025	-0.638	-0.512	-0.363	0.532	0.993	-0.33	-0.228	-0.15	-0.123	-0.095	-0.058	-0.048	0.18	0.202	-0.55	-0.346	-0.243	-0.16	-0.123	-0.087	0.238	0.421
115	4-15	-3.103	-1.943	-1.523	-1.122	-1.062	-1.05	-0.884	-0.729	-0.468	0.421	0.931	-0.596	-0.472	-0.208	-0.153	-0.145	-0.138	-0.099	0.052	0.114	-0.839	-0.364	-0.165	-0.153	-0.141	-0.139	0.053	0.222
116	3-38	-2.862	-2.433	-1.686	-1.449	-0.97	-0.763	0.418	0.657	0.772	0.796	1.272	-0.391	-0.238	-0.19	-0.128	0.037	0.151	0.189	0.221	0.277	-0.867	-0.194	-0.139	-0.13	-0.092	-0.056	0.331	0.392
117	4-28a	-4.38	-2.676	-1.489	-1.096	-0.597	-0.429	0.382	0.507	0.762	1.175	1.624	-0.282	-0.238	-0.119	-0.099	0.051	0.082	0.1	0.144	0.178	-0.296	-0.201	-0.098	-0.082	-0.06	-0.035	0.263	0.366
118	3-9	-3.346	-1.304	-1.246	-0.902	-0.855	-0.79	-0.649	-0.615	-0.23	0.482	1.669	-0.225	-0.174	-0.118	-0.097	-0.079	-0.069	-0.044	0.128	0.295	-0.514	-0.264	-0.242	-0.198	-0.124	-0.091	0.265	0.43
119	4-48	-5.481	-2.915	-1.742	-0.967	-0.788	-0.605	-0.379	0.339	0.393	0.784	2.836	-0.132	-0.084	-0.043	-0.041	-0.018	0.026	0.033	0.041	0.257	-0.099	-0.079	-0.06	-0.042	-0.038	-0.024	0.1	0.169
120	2-34	-2.119	-1.593	-1.344	-0.869	-0.081	0.437	0.565	0.753	1.653	1.991	2.403	-0.289	-0.177	-0.103	0.019	0.114	0.163	0.194	0.225	0.297	-0.325	-0.136	-0.108	-0.084	0.015	0.062	0.442	0.812
121	2-3	-3.272	-1.271	-1.206	-1.147	-0.933	-0.843	-0.782	-0.545	-0.426	0.454	0.668	-0.229	-0.194	-0.127	-0.115	-0.088	-0.069	-0.053	0.127	0.213	-0.93	-0.228	-0.22	-0.157	-0.119	-0.111	0.277	0.346
122	2-20	-6.197	-2.333	-1.626	-1.36	-0.939	-0.474	0.485	0.565	0.746	1.091	3.039	-0.288	-0.209	-0.148	-0.092	0.089	0.165	0.178	0.203	0.312	-0.4	-0.166	-0.154	-0.091	-0.067	-0.015	0.366	1.208
123	2-9	-1.808	-1.75	-1.615	-1.239	-1.045	-0.785	-0.437	0.448	0.627	0.72	1.185	-0.36	-0.219	-0.111	-0.094	-0.026	0.113	0.164	0.197	0.286	-0.762	-0.299	-0.124	-0.069	-0.06	-0.048	0.318	0.86
124	4-18	-1.889	-1.629	-1.409	-1.36	-1.184	-0.944	-0.773	-0.714	-0.368	0.376	1.128	-0.482	-0.126	-0.1	-0.092	-0.083	-0.07	-0.055	0.013	0.063	-0.574	-0.311	-0.17	-0.132	-0.116	-0.071	0.017	0.093
125	2-11	-1.619	-1.403	-1.114	-0.811	0.083	0.483	0.581	0.732	1.276	1.539	1.849	-0.239	-0.179	-0.101	0.039	0.139	0.142	0.174	0.203	0.256	-0.307	-0.14	-0.118	-0.075	0.025	0.052	0.4	0.489
126	2-11	-1.585	-1.379	-1.132	-0.79	0.082	0.484	0.592	0.736	1.251	1.549	2.193	-0.239	-0.182	-0.093	0.022	0.138	0.147	0.172	0.203	0.252	-0.313	-0.143	-0.119	-0.064	0.006	0.053	0.4	0.493
127	2-5	-3.275	-1.499	-1.232	-1.173	-1.023	-0.906	-0.875	-0.671	-0.23	0.453	0.543	-0.272	-0.197	-0.159	-0.124	-0.084	-0.07	0	0.132	0.251	-0.294	-0.238	-0.204	-0.172	-0.131	-0.09	0.253	1.019
128	4-9	-2.778	-1.672	-1.412	-1.351	-1.105	-0.855	-0.733	-0.458	0.166	0.657	1.094	-0.314	-0.211	-0.153	-0.125	-0.092	-0.063	0.031	0.137	0.212	-1.301	-0.281	-0.18	-0.154	-0.137	-0.081	0.223	0.318
129	4-43	-2.082	-1.683	-1.266	-1.021	-0.747	-0.492	0.45	0.636	0.753	0.968	1.298	-0.469	-0.207	-0.116	-0.09	0.065	0.089	0.112	0.157	0.224	-0.361	-0.282	-0.25	-0.109	-0.061	-0.046	0.291	0.362
130	2-15	-2.977	-2.062	-1.671	-0.878	-0.774	-0.339	0.487	0.556	0.621	1.037	2.836	-0.375	-0.102	-0.083	-0.046	0.036	0.062	0.069	0.091	0.129	-0.454	-0.212	-0.1	-0.056	-0.025	-0.015	0.14	0.285
131	4-4	-3.423	-1.677	-1.525	-1.313	-1.096	-0.957	-0.741	-0.586	-0.369	0.41	0.67	-0.188	-0.155	-0.117	-0.107	-0.09	-0.081	-0.059	0.112	0.147	-0.553	-0.283	-0.162	-0.119	-0.088	-0.075	0.225	0.284
132	3-33	-2.52	-1.882	-1.487	-0.862	-0.713	-0.311	0.51	0.671	0.889	1.265	2.518	-0.298	-0.105	-0.081	-0.047	0.054	0.066	0.089	0.097	0.229	-0.424	-0.181	-0.09	-0.044	-0.029	-0.015	0.138	0.248
133	4-53	-2.149	-1.534	-1.289	-1.004	-0.946	-0.735	-0.575	0.427	0.545	1.304	2.708	-0.298	-0.221	-0.087	-0.052	-0.039	0.061	0.13	0.215	0.416	-0.407	-0.245	-0.168	-0.085	-0.054	-0.042	0.281	0.484
134	3-33	-2.76	-1.825	-1.693	-0.866	-0.679	-0.307	0.516	0.532	0.771	1.204	2.385	-0.361	-0.117	-0.084	-0.053	0.057	0.073	0.083	0.101	0.142	-0.452	-0.23	-0.09	-0.055	-0.033	-0.012	0.165	0.289
135	4-15	-3.088	-1.838	-1.652	-1.104	-1.07	-1.044	-0.871	-0.727	-0.468	0.404	0.948	-0.595	-0.464	-0.227	-0.146	-0.139	-0.137	-0.095	0.052	0.121	-0.84	-0.343	-0.157	-0.15	-0.14	-0.135	0.053	0.245
136	4-11	-3.59	-1.671	-1.323	-1.068	-0.749	0.29	0.438	0.619	0.716	1.002	2.565	-0.422	-0.123	-0.079	-0.071	0.081	0.107	0.11	0.155	0.162	-0.251	-0.148	-0.101	-0.066	-0.04	0.042	0.261	0.552
137	2-6	-2.045	-1.855	-1.546	-1.247	-1.006	-0.794	-0.42	0.438	0.603	0.788	1.229	-0.358	-0.249	-0.115	-0.103	-0.033	0.094	0.188	0.25	0.279	-0.866	-0.239	-0.191	-0.074	-0.059	-0.049	0.399	0.684
138	2-9	-1.87	-1.514	-1.335	-1.128	-1.078	-0.73	-0.407	0.437	0.557	0.707	1.105	-0.286	-0.211	-0.112	-0.096	-0.042	0.11	0.18	0.204	0.269	-0.622	-0.321	-0.128	-0.077	-0.072	-0.059	0.376	0.634
139	3-33	-2.712	-1.835	-1.631	-0.86	-0.683	-0.313	0.52	0.551	0.752	1.19	2.505	-0.36	-0.108	-0.079	-0.048	0.045	0.065	0.071	0.088	0.42	-0.461	-0.205	-0.097	-0.045	-0.029	-0.013	0.155	0.264
140	4-28a	-5.27	-2.217	-1.588	-1.137	-0.586	-0.324	0.371	0.45	0.699	1.041	1.38	-0.252	-0.182	-0.102	-0.091	0.055	0.082	0.096	0.11	0.166	-0.382	-0.167	-0.142	-0.098	-0.074	-0.015	0.319	0.441
141	2-7	-1.768	-1.21	-1.114	-0.881	-0.733	-0.469	-0.016	0.479	0.67	0.883	1.753	-0.271	-0.13	-0.05	-0.043	0.003	0.032	0.04	0.05	0.114	-0.235	-0.141	-0.116	-0.08	-0.049	-0.028	0.122	0.249
142	2-11	-1.61	-1.396	-1.128	-0.8	0.084	0.488	0.588	0.742	1.26	1.521	2.156	-0.245	-0.182	-0.094	0.018	0.138	0.147	0.175	0.201	0.252	-0.316	-0.141	-0.119	-0.065	0.005	0.051	0.4	0.488
143	2-18	-1.777	-1.233	-1.096	-0.896	-0.871	-0.471	0.25	0.55	0.713	1.166	1.726	-0.211	-0.113	-0.056	-0.038	0.019	0.038	0.046	0.057	0.118	-0.247	-0.118	-0.086	-0.074	-0.042	-0.024	0.123	0.254
144	3-38	-3.517	-2.489	-1.853	-1.301	-1.038	-0.968	0.156	0.558	0.654	0.775	1.31	-0.314	-0.24	-0.182	-0.163	0.029	0.169	0.193	0.229	0.321	-0.622	-0.175	-0.131	-0.096	-0.09	-0.076	0.368	1.059
145	4-15	-3.182	-1.951	-1.558	-1.125	-1.042	-1.012	-0.866	-0.724	-0.465	0.398	0.929	-0.591	-0.459	-0.211	-0.143	-0.138	-0.134	-0.09	0.053	0.12	-0.841	-0.324	-0.155	-0.148	-0.143	-0.138	0.055	0.246
146	2-1	-2.797	-2.23	-1.631	-1.244	-1.025	-0.776	-0.68	0.272	0.58	0.675	1.056	-0.364	-0.169	-0.098	-0.07	-0.04	0.055	0.132	0.172	0.293	-0.414	-0.178	-0.135	-0.112	-0.06	-0.033	0.264	0.588
147	4-2	-1.97	-1.285	-1.15	-0.986	0.069	0.411	0.604	0.851	1.375	1.623	1.935	-0.255	-0.205	-0.121	0.039	0.152	0.156	0.175	0.217	0.275	-0.262	-0.165	-0.135	-0.095	0.024	0.076	0.451	0.669
148	4-55	-2.712	-1.88	-1.534	-1.308	-1.138	-0.998	-0.744	-0.573	-0.362	0.441	1.837	-0.352	-0.241	-0.142	-0.124	-0.062	-0.052	-0.036	0.117	0.367	-0.471	-0.384	-0.157	-0.135	-0.107	-0.085	0.193	0.364
149	4-53	-3.676	-1.858	-1.745	-1.484	-1.172	-0.992	-0.598	0.419	0.55	0.861	2.57	-0.177	-0.169	-0.127	-0.097	-0.055	0.079	0.131	0.165	0.254	-0.464	-0.187	-0.119	-0.084	-0.056	-0.047	0.279	0.418
150	2-3	-3.474	-1.337	-1.217	-1.052	-0.847	-0.804	-0.712	-0.604	-0.374	0.355	0.672	-0.247	-0.18	-0.138	-0.101	-0.087	-0.081	-0.066	0.106	0.303	-0.617	-0.242	-0.232	-0.206	-0.178	-0.1	0.272	0.451
151	2-15	-2.515	-2.044	-1.432	-0.884	-0.685	-0.358	0.479	0.571	0.666	1.18	2.676	-0.357	-0.12	-0.078	-0.054	0.045	0.064	0.072	0.078	0.39	-0.516	-0.229	-0.117	-0.071	-0.038	-0.019	0.142	0.203
152	4-58	-2.636	-1.942	-1.691	-1.136	-0.793	-0.184	0.352	0.569	0.771	1.016	1.588	-0.12	-0.075	-0.04	-0.03	0.052	0.067	0.075	0.09	0.112	-0.114	-0.076	-0.044	-0.033	-0.02	0.013	0.266	0.361
153	2-15	-2.405	-1.718	-1.507	-0.931	-0.766	-0.315	0.427	0.522	0.825	1.265	2.418	-0.352	-0.116	-0.094	-0.06	0.061	0.074	0.093	0.117	0.137	-0.486	-0.239	-0.08	-0.065	-0.033	-0.019	0.152	0.327
154	4-47	-4.845	-2.421	-2.061	-1.257	-0.703	-0.498	0.318	0.459	0.692	1.109	1.329	-0.353	-0.232	-0.136	-0.106	0.078	0.123	0.155	0.168	0.179	-0.368	-0.165	-0.117	-0.098	-0.06	-0.044	0.376	0.534
155	3-33	-2.737	-1.748	-1.584	-0.866	-0.665	-0.289	0.468	0.559	0.87	1.315	2.575	-0.386	-0.107	-0.077	-0.047	0.051	0.068	0.075	0.114	0.163	-0.452	-0.231	-0.094	-0.05	-0.029	-0.011	0.153	0.325
156	Tetracycline	-2.069	-1.667	-1.344	-1.183	-0.947	-0.612	0.075	0.548	0.651	0.91	2.18	-0.236	-0.146	-0.103	-0.087	0.019	0.09	0.115	0.127	0.177	-0.343	-0.157	-0.134	-0.104	-0.077	-0.051	0.199	0.494
157	4-55	-2.559	-1.856	-1.495	-1.373	-1.237	-1.14	-0.73	-0.573	-0.4	0.416	1.903	-0.336	-0.244	-0.136	-0.118	-0.086	-0.074	-0.059	0.086	0.369	-0.429	-0.324	-0.176	-0.149	-0.135	-0.096	0.136	0.331
158	2-17	-2.89	-1.94	-1.686	-1.309	-1.187	-0.966	-0.793	-0.529	0.459	0.698	0.901	-0.241	-0.217	-0.147	-0.12	-0.095	-0.062	0.1	0.143	0.282	-0.348	-0.201	-0.154	-0.121	-0.106	-0.076	0.298	0.591
159	2-9	-2.25	-2.03	-1.522	-1.41	-0.941	-0.75	-0.434	0.548	0.694	0.736	1.691	-0.32	-0.224	-0.125	-0.101	-0.027	0.111	0.166	0.193	0.279	-0.595	-0.256	-0.142	-0.097	-0.064	-0.044	0.326	0.838
160	4-28a	-3.637	-2.038	-1.57	-1.289	-0.624	-0.361	0.387	0.51	0.735	1.126	1.752	-0.357	-0.239	-0.102	-0.079	0.048	0.08	0.104	0.135	0.164	-0.377	-0.161	-0.1	-0.081	-0.065	-0.046	0.264	0.416
161	Tetracycline	-1.809	-1.576	-1.281	-1.153	-0.887	-0.577	0.063	0.541	0.629	0.859	2.178	-0.26	-0.156	-0.105	-0.081	0.015	0.084	0.108	0.139	0.173	-0.363	-0.163	-0.139	-0.111	-0.062	-0.046	0.206	0.534
162	4-48	-4.082	-2.835	-2.375	-1.863	-0.796	-0.631	-0.384	0.34	0.398	0.771	3.134	-0.255	-0.117	-0.046	-0.04	-0.03	0.03	0.034	0.042	0.344	-0.204	-0.09	-0.072	-0.055	-0.036	-0.018	0.123	0.165
163	2-39	-2.156	-1.57	-1.16	-0.925	-0.516	0.422	0.478	0.656	1.051	1.579	2.173	-0.283	-0.253	-0.082	-0.06	0.094	0.111	0.129	0.179	0.449	-0.759	-0.167	-0.153	-0.076	-0.051	0.041	0.277	0.332
164	4-3	-2.56	-1.798	-1.465	-1.341	-1.08	-0.809	-0.753	-0.646	-0.339	0.46	0.862	-0.187	-0.173	-0.122	-0.102	-0.074	-0.069	-0.042	0.106	0.176	-0.553	-0.231	-0.156	-0.131	-0.098	-0.092	0.204	0.231
165	4-36	-2.675	-1.707	-1.287	-1.087	-0.574	-0.031	0.545	0.706	0.862	1.017	1.254	-0.318	-0.126	-0.078	-0.039	0.017	0.045	0.059	0.157	0.337	-0.332	-0.147	-0.098	-0.062	-0.031	-0.001	0.204	1.142
166	3-34	-4.233	-2.526	-1.924	-1.674	-1.188	-0.816	-0.191	0.542	0.704	0.742	0.996	-0.316	-0.244	-0.165	-0.135	-0.003	0.11	0.205	0.256	0.397	-0.453	-0.193	-0.156	-0.11	-0.092	-0.039	0.491	0.567
167	3-50	-2.579	-1.773	-1.591	-1.374	-1.06	-0.957	-0.694	-0.068	0.475	0.623	1.067	-0.252	-0.179	-0.115	-0.095	-0.059	0.025	0.13	0.165	0.277	-0.263	-0.193	-0.118	-0.091	-0.078	-0.047	0.238	1.127
168	2-4	-2.295	-1.687	-1.642	-1.431	-0.964	-0.762	-0.546	-0.434	0.686	0.775	1.016	-0.314	-0.231	-0.17	-0.147	-0.079	-0.058	0.117	0.138	0.192	-0.793	-0.359	-0.24	-0.149	-0.114	-0.089	0.19	0.209
169	4-28a	-4.891	-2.305	-1.533	-1.209	-0.641	-0.389	0.406	0.464	0.651	1.01	1.925	-0.374	-0.186	-0.122	-0.096	0.056	0.077	0.114	0.139	0.143	-0.3	-0.222	-0.136	-0.096	-0.061	-0.055	0.308	0.358
170	4-58	-2.448	-1.761	-1.287	-1.001	-0.759	-0.079	0.374	0.602	0.758	0.995	1.903	-0.129	-0.071	-0.047	-0.03	0.045	0.061	0.08	0.086	0.117	-0.281	-0.094	-0.046	-0.027	-0.021	0.006	0.223	0.387
171	2-7	-1.806	-1.329	-1.152	-0.984	-0.732	-0.538	0.036	0.603	0.718	0.886	1.857	-0.155	-0.142	-0.085	-0.074	0.004	0.068	0.088	0.111	0.128	-0.349	-0.196	-0.151	-0.088	-0.057	-0.046	0.161	0.385
172	4-55	-2.812	-1.908	-1.535	-1.357	-1.217	-1.104	-0.717	-0.57	-0.387	0.425	2.113	-0.322	-0.262	-0.151	-0.127	-0.075	-0.063	-0.048	0.113	0.383	-0.424	-0.392	-0.172	-0.138	-0.111	-0.089	0.17	0.423
173	4-55a	-1.987	-1.392	-1.272	-1.056	-0.284	0.61	0.693	0.756	1.049	1.344	1.509	-0.356	-0.286	-0.266	-0.017	0.24	0.285	0.356	0.365	0.518	-0.563	-0.287	-0.233	-0.141	-0.001	0.142	0.465	0.85
174	3-42	-3.375	-2.801	-2.169	-1.247	-1.031	-0.607	0.178	0.706	0.717	1.237	1.517	-0.524	-0.375	-0.213	-0.134	0.019	0.182	0.213	0.241	0.282	-0.731	-0.344	-0.279	-0.222	-0.061	-0.05	0.32	0.393
175	4-33	-2.011	-1.161	-0.889	-0.572	-0.06	0.346	0.48	0.669	0.86	1.364	2.547	-0.236	-0.096	-0.056	0.005	0.07	0.087	0.109	0.153	0.229	-0.155	-0.12	-0.095	-0.064	0.002	0.049	0.26	0.528
176	2-17	-2.819	-1.931	-1.723	-1.424	-1.141	-1.043	-0.792	-0.377	0.566	0.868	1.284	-0.292	-0.189	-0.15	-0.113	-0.078	-0.04	0.086	0.112	0.2	-0.62	-0.222	-0.159	-0.122	-0.09	-0.062	0.162	0.278
177	4-62	-2.464	-2.123	-1.627	-1.437	-1.209	-1.1	-1.009	-0.801	-0.384	0.601	1.317	-0.426	-0.291	-0.2	-0.19	-0.152	-0.109	-0.018	0.182	0.381	-0.371	-0.293	-0.209	-0.167	-0.155	-0.125	0.226	0.702
178	4-18	-1.834	-1.66	-1.376	-1.22	-1.122	-1.087	-0.987	-0.755	-0.35	0.327	1.184	-0.421	-0.099	-0.087	-0.084	-0.064	-0.057	-0.031	0.024	0.087	-0.53	-0.258	-0.119	-0.09	-0.082	-0.063	0.022	0.148
179	4-36	-2.141	-1.647	-1.259	-0.926	-0.682	-0.011	0.676	0.7	0.93	1.164	1.752	-0.283	-0.187	-0.116	-0.064	0.04	0.041	0.155	0.179	0.239	-0.709	-0.174	-0.11	-0.092	-0.056	0.002	0.237	0.469
180	2-15	-2.518	-1.967	-1.509	-0.879	-0.74	-0.331	0.455	0.541	0.627	1.161	3.159	-0.355	-0.115	-0.087	-0.059	0.058	0.068	0.081	0.104	0.361	-0.462	-0.226	-0.105	-0.062	-0.041	-0.019	0.166	0.278
181	2-8	-1.732	-1.597	-1.388	-0.944	-0.685	-0.472	0.417	0.521	0.743	1.031	1.609	-0.298	-0.205	-0.104	-0.08	0.072	0.097	0.131	0.144	0.196	-0.385	-0.198	-0.16	-0.115	-0.082	-0.051	0.26	0.541
182	2-63	-1.986	-1.448	-1.225	-0.973	-0.55	0.353	0.527	0.708	1.055	1.311	2.454	-0.177	-0.114	-0.064	-0.055	0.068	0.083	0.095	0.106	0.119	-0.426	-0.143	-0.079	-0.051	-0.038	0.019	0.209	0.253
183	4-3	-2.577	-1.839	-1.519	-1.279	-1.083	-0.872	-0.786	-0.596	-0.413	0.466	1.176	-0.241	-0.229	-0.123	-0.104	-0.078	-0.069	-0.038	0.087	0.263	-0.629	-0.237	-0.17	-0.123	-0.107	-0.08	0.104	0.286
184	3-39	-3.927	-2.541	-1.929	-1.478	-0.944	-0.672	0.452	0.665	0.697	0.932	1.296	-0.334	-0.267	-0.183	-0.153	0.083	0.172	0.231	0.295	0.383	-0.452	-0.189	-0.158	-0.113	-0.095	-0.06	0.491	0.592
185	4-53	-2.151	-1.704	-1.322	-1.067	-0.84	-0.691	-0.577	0.428	0.598	1.443	2.563	-0.311	-0.192	-0.093	-0.078	-0.045	0.07	0.1	0.14	0.357	-0.45	-0.21	-0.174	-0.102	-0.076	-0.049	0.215	0.242
186	3-42	-3.103	-2.176	-2.023	-1.232	-0.982	-0.808	0.293	0.779	0.907	1.181	1.507	-0.525	-0.368	-0.187	-0.152	-0.003	0.151	0.228	0.324	0.35	-0.718	-0.43	-0.164	-0.12	-0.096	-0.078	0.316	0.454
187	4-4	-2.4	-1.774	-1.365	-1.218	-1.108	-1.025	-0.726	-0.549	-0.357	0.496	0.944	-0.35	-0.212	-0.144	-0.131	-0.083	-0.076	-0.062	0.129	0.286	-0.665	-0.356	-0.19	-0.138	-0.125	-0.106	0.208	0.303
188	4-28a	-3.831	-2.376	-1.564	-1.21	-0.627	-0.372	0.398	0.47	0.766	1.018	1.72	-0.371	-0.22	-0.115	-0.096	0.048	0.078	0.106	0.136	0.194	-0.337	-0.156	-0.116	-0.082	-0.065	-0.048	0.285	0.395
189	2-59	-1.735	-1.605	-1.216	-1.065	-0.917	-0.825	-0.597	0.25	0.456	0.985	1.469	-0.211	-0.148	-0.083	-0.069	-0.027	0.037	0.074	0.121	0.172	-0.297	-0.156	-0.118	-0.089	-0.077	-0.045	0.171	0.483
190	2-17	-2.658	-2.061	-1.541	-1.357	-1.144	-0.941	-0.751	-0.395	0.519	0.688	0.893	-0.282	-0.172	-0.147	-0.119	-0.09	-0.068	0.118	0.149	0.18	-0.448	-0.177	-0.153	-0.129	-0.092	-0.074	0.257	0.376
191	2-15	-2.674	-1.728	-1.631	-0.894	-0.766	-0.321	0.449	0.52	0.797	1.162	3.525	-0.377	-0.11	-0.077	-0.06	0.057	0.069	0.072	0.111	0.141	-0.447	-0.248	-0.093	-0.056	-0.035	-0.018	0.14	0.331
192	4-33	-2.091	-1.117	-0.884	-0.556	-0.064	0.345	0.473	0.676	0.865	1.363	2.586	-0.25	-0.093	-0.056	0.003	0.075	0.088	0.114	0.15	0.231	-0.16	-0.122	-0.092	-0.057	-0.004	0.051	0.274	0.549
193	2-72	-1.981	-1.819	-1.466	-1.318	-1.139	-0.605	-0.257	0.46	0.735	0.915	1.031	-0.23	-0.161	-0.085	-0.074	-0.013	0.072	0.092	0.116	0.245	-0.406	-0.186	-0.107	-0.073	-0.062	-0.029	0.195	0.807
194	4-58	-2.555	-1.842	-1.282	-0.931	-0.781	-0.086	0.361	0.59	0.744	1.015	1.818	-0.095	-0.064	-0.048	-0.032	0.047	0.055	0.076	0.084	0.103	-0.197	-0.092	-0.047	-0.029	-0.022	0.006	0.213	0.341
195	4-55	-2.759	-1.833	-1.68	-1.362	-1.223	-1.087	-0.706	-0.574	-0.401	0.433	2.138	-0.416	-0.262	-0.157	-0.131	-0.075	-0.058	-0.031	0.136	0.386	-0.425	-0.37	-0.168	-0.133	-0.108	-0.086	0.182	0.507
196	4-9	-3.611	-1.961	-1.604	-1.372	-0.899	-0.823	-0.633	-0.51	0.019	0.64	1.822	-0.382	-0.197	-0.122	-0.119	-0.082	-0.072	0.022	0.12	0.304	-0.557	-0.267	-0.196	-0.153	-0.142	-0.077	0.184	1.069
197	2-17	-2.498	-1.798	-1.555	-1.39	-1.189	-0.915	-0.753	-0.605	0.547	0.84	1.442	-0.238	-0.206	-0.154	-0.128	-0.095	-0.074	0.111	0.169	0.207	-0.325	-0.217	-0.167	-0.13	-0.109	-0.082	0.246	0.405
198	2-11	-1.649	-1.414	-1.1	-0.834	0.084	0.489	0.599	0.751	1.257	1.487	2.146	-0.246	-0.184	-0.109	0.039	0.143	0.156	0.194	0.212	0.238	-0.313	-0.139	-0.126	-0.085	0.028	0.076	0.399	0.486
199	4-46	-2.115	-1.933	-1.81	-1.184	-1.173	-1.07	-0.988	-0.373	0.381	0.504	1.211	-0.28	-0.207	-0.161	-0.134	-0.079	-0.074	0.072	0.166	0.2	-0.68	-0.211	-0.151	-0.131	-0.115	-0.086	0.213	0.487
200	4-11	-3.207	-1.801	-1.376	-1.175	-0.768	0.29	0.455	0.7	0.792	1.111	2.362	-0.411	-0.135	-0.084	-0.072	0.082	0.104	0.153	0.172	0.204	-0.263	-0.142	-0.092	-0.07	-0.052	0.04	0.365	0.652
201	4-35	-2.093	-1.541	-1.364	-1.121	-0.856	-0.761	-0.589	-0.4	0.402	0.609	0.86	-0.199	-0.172	-0.104	-0.082	-0.043	-0.035	0.07	0.138	0.246	-0.591	-0.321	-0.208	-0.098	-0.065	-0.057	0.222	0.915
202	4-28	-4.609	-1.912	-1.71	-1.221	-0.991	-0.008	0.505	0.668	0.751	0.971	2.064	-0.286	-0.201	-0.106	-0.093	0.104	0.149	0.21	0.284	0.394	-0.709	-0.115	-0.066	-0.058	-0.052	0.035	0.37	0.494
