No.	NAME	CATS2D_03_DD	CATS2D_04_DD	CATS2D_05_DD	CATS2D_06_DD	CATS2D_07_DD	CATS2D_08_DD	CATS2D_09_DD	CATS2D_01_DA	CATS2D_02_DA	CATS2D_03_DA	CATS2D_04_DA	CATS2D_05_DA	CATS2D_06_DA	CATS2D_07_DA	CATS2D_08_DA	CATS2D_09_DA	CATS2D_00_DP	CATS2D_03_DP	CATS2D_04_DP	CATS2D_05_DP	CATS2D_06_DP	CATS2D_07_DP	CATS2D_08_DP	CATS2D_09_DP	CATS2D_03_DN	CATS2D_04_DN	CATS2D_05_DN	CATS2D_06_DN	CATS2D_07_DN	CATS2D_08_DN	CATS2D_03_DL	CATS2D_05_DL	CATS2D_06_DL	CATS2D_07_DL	CATS2D_08_DL	CATS2D_09_DL	CATS2D_01_AA	CATS2D_02_AA	CATS2D_04_AA	CATS2D_05_AA	CATS2D_06_AA	CATS2D_07_AA	CATS2D_09_AA	CATS2D_00_AP	CATS2D_02_AP	CATS2D_03_AP	CATS2D_04_AP	CATS2D_05_AP	CATS2D_06_AP	CATS2D_07_AP	CATS2D_08_AP	CATS2D_09_AP	CATS2D_00_AN	CATS2D_01_AN	CATS2D_03_AN	CATS2D_04_AN	CATS2D_05_AN	CATS2D_06_AN	CATS2D_07_AN	CATS2D_08_AN	CATS2D_09_AN	CATS2D_03_AL	CATS2D_05_AL	CATS2D_06_AL	CATS2D_07_AL	CATS2D_08_AL	CATS2D_09_AL	CATS2D_00_PP	CATS2D_03_PP	CATS2D_05_PP	CATS2D_06_PP	CATS2D_08_PP	CATS2D_03_PN	CATS2D_04_PN	CATS2D_05_PN	CATS2D_06_PN	CATS2D_09_PN	CATS2D_02_PL	CATS2D_05_PL	CATS2D_06_PL	CATS2D_07_PL	CATS2D_08_PL	CATS2D_09_PL	CATS2D_05_NN	CATS2D_06_NN	CATS2D_02_NL	CATS2D_04_NL	CATS2D_06_NL	CATS2D_08_NL	CATS2D_09_NL	CATS2D_06_LL	CATS2D_07_LL	CATS2D_09_LL	SHED_DD	SHED_DA	SHED_DP	SHED_DL	SHED_AA	SHED_AP	SHED_AL	SHED_PP	SHED_PN	SHED_PL	SHED_NN	SHED_NL	SHED_LL
502	3-24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	7	6	5	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	9	8	4	0	4	0	7.32658388348851	4.7622031559046	4	8.83584520554562	0	0	7.32658388348851	0	0	9.65852614255117
503	4-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2.82842712474619	0	0	2.82842712474619	0	0	2.7494592739972
504	4-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3.59611546662432	0	0	3.789291416276	0	0	2.87174588749259
505	2-14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1.88988157484231	0	0	0	0	0	0	0
506	2-17	1	1	2	0	0	0	1	0	0	1	1	2	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	14	6	4	11	11	9	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	11	11	9	1	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	19	18	8	4.7622031559046	4.7622031559046	1.88988157484231	8.36285040502964	3	1.88988157484231	7.85285485405314	0	0	3.8477358215253	0	0	9.06304125954081
507	2-49	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	4	5	3	1	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	16	16	15	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	1	0	1	3.36992218619933	0	6.33755299761526	3.62144323612956	0	6.18651661553489	0	0	0	0	4.34980893178722	5.45659190542063
508	2-72	1	0	0	2	0	1	2	0	1	1	2	2	6	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	10	8	5	3	0	1	2	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	14	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	3.77976314968462	5.88779637909034	0	7.60767196475502	5.5516075873073	0	7.33283936309136	0	0	0	0	0	5.80193158794743
509	2-49	0	0	0	0	0	1	0	0	0	1	1	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	4	5	3	1	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	16	16	15	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	1	0	1	3.36992218619933	0	6.33755299761526	3.62144323612956	0	6.18651661553489	0	0	0	0	4.34980893178722	5.45659190542063
510	2-53	1	0	0	2	1	2	0	0	1	1	2	2	7	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	12	12	10	4	4	3	0	2	2	2	4	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	19	19	18	9	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	13	15	15	3.77976314968462	8.2271416171475	0	9.11156619883097	9.14118122389697	0	10.7226564599561	0	0	0	0	9.3249581462972	9.78621845965719
511	3-33	0	0	0	0	1	0	0	0	0	1	0	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	6	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	9	11	6	2	1	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	3.58598882705695	1	5.30240584421827	3.77976314968462	2.82842712474619	5.66295256485811	0	0	6.04149927965329	0	0	4.99748941067804
512	2-75	0	0	0	0	0	1	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	10	4	0	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	8	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	4.4359877981887	0	8.30346458130275	4.71065067421325	0	7.80822359664952	0	0	0	0	0	7.18829291720251
513	2-30	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	8	4	3	3	3	3	1	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	7	7	4	1	3.789291416276	1	5.6838423633359	1.88988157484231	3	8.78019165600446	0	0	5.26429605180997	0	0	9.859231032631
514	2-59	1	0	1	2	1	2	0	0	1	1	2	3	6	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	13	11	10	5	6	8	0	1	2	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	16	18	16	9	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	11	10	2	6.59753955386447	7.58460574323218	0	9.08090577766855	7.80147001796898	0	8.87498369589368	0	0	0	0	7.49349659500198	7.71686405821879
515	4-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2.82842712474619	0	0	2.82842712474619	0	0	2.7494592739972
516	2-18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	1	0	1	0	1	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7	7	6	5	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	9	8	4	0	4	0	7.32658388348851	4.7622031559046	4	8.83584520554562	0	0	7.32658388348851	0	0	9.65852614255117
517	3-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	1	5.74868280267519	0	0	3.75447893899131	0	0	6.0918068171902
518	3-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.88988157484231	6.42431379301419	0	0	3.77976314968462	0	0	2.87174588749259
519	2-39	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	3	4	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	10	6	7	4	3	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	7	4	3	1	5.65685424949238	1	11.1032151746146	4.7622031559046	4	7.76217812526841	0	0	8.31989177611433	0	0	8.07967466720952
520	2-41	0	0	0	1	0	0	0	0	0	1	0	0	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	5	2	1	2	4	0	0	0	0	1	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	13	11	5	2	2	3	1	0	0	0	0	0	0	0	0	0	1	3	2	1	1	2	0	0	0	0	0	0	0	10	10	5	1	2.7298385631036	1	7.56795011905497	3.77976314968462	2	7.49206562574126	0	0	8.03467087945046	0	0	9.39771232724775
521	4-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	3	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.88988157484231	6.67150294709254	0	0	2.74945927399721	0	0	4.77852299848795
522	2-75	0	0	0	0	0	1	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	10	4	0	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	8	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	4.4359877981887	0	8.30346458130275	4.71065067421325	0	7.80822359664952	0	0	0	0	0	7.18829291720251
523	4-43	0	0	0	0	1	0	2	0	3	4	4	2	4	3	1	5	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	4	5	3	2	5	4	0	1	2	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	2	0	1	3	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77976314968462	9.88460220778654	3.789291416276	5.34539230884204	7.36000144131415	10.3747164372081	9.11802822781911	1	0	3.77976314968462	0	0	1.88988157484231
524	2-75	0	0	0	0	0	1	0	0	0	1	2	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	10	4	0	2	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	8	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	4.4359877981887	0	8.30346458130275	4.71065067421325	0	7.80822359664952	0	0	0	0	0	7.18829291720251
525	4-44	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	2	1	0	0	0	3	0	2	4	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	6	8	10	10	14	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	5	8	7	0	1.88988157484231	1	5.53917257678574	4.77852299848795	3	10.397817798909	0	0	8.1510551826422	0	0	11.1692076357004
526	2-14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1.88988157484231	0	0	0	0	0	0	0
527	2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	7	10	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2.97100409661001	2.87174588749259	9.15720941384773	0	0	6.64449194422446	0	0	5.30960510650053
528	2-59	1	0	1	2	1	2	0	0	1	1	2	3	6	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	13	11	10	5	6	8	0	1	2	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	16	18	16	9	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	11	10	2	6.59753955386447	7.58460574323218	0	9.08090577766855	7.80147001796898	0	8.87498369589368	0	0	0	0	7.49349659500198	7.71686405821879
529	4-33	1	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	9	7	3	2	1	0	2	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2.82842712474619	1	3.77976314968462	4.7622031559046	2.82842712474619	5.65275195596469	1	0	3.77976314968462	0	0	5.16626493257571
530	2-78	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	3	0	6.67872291803412	3	0	7.51947201079862	0	0	0	0	0	6.05092564842951
531	4-54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	0	0	0	0	0	0	0	13	10	4	0	1	1	8.0588329839647	0	1	8.0588329839647	0	0	8.0588329839647	0	0	7.50810353660851
532	4-47	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	1	0	0	1	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	7	8	0	1	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	5	4	2	0	2.82842712474619	1	5.66964472452693	2.74945927399721	1.75476535060332	6.39967599762972	0	0	5.34941802342378	0	0	8.93705327424014
533	2-56	0	0	0	0	0	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	2	3	2	2	0	2	0	8	3	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	0	0	1	14	12	10	11	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	4	7	4	3	0	5.65685424949238	0	7.585432434654	8.04795244326855	0	11.6615017612157	0	0	0	1	9.45504929972386	8.07967466720952
534	2-90	0	0	0	2	0	1	0	0	1	1	1	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	7	3	5	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	13	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	0	1.88988157484231	3.7224194364084	0	6.66452062446096	4.13085192089075	0	6.71334190287782	0	0	0	0	0	7.21728257175327
535	4-45	0	0	0	0	0	0	0	0	3	3	3	1	3	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	2	1	3	3	0	1	2	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	2	1	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88988157484231	9.19538690993501	1.88988157484231	3.57165236692845	7.23957457967015	9.42130134842649	8.90257191471412	1	0	3.77976314968462	0	0	1.88988157484231
536	2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	7	10	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2.97100409661001	2.87174588749259	9.15720941384773	0	0	6.64449194422446	0	0	5.30960510650053
537	4-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2.82842712474619	0	0	2.82842712474619	0	0	2.7494592739972
538	2-26	0	0	0	1	1	0	1	0	1	2	2	0	5	1	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	9	8	6	4	3	3	0	1	1	0	4	1	0	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	13	14	14	10	11	6	1	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	0	0	0	0	0	0	0	17	18	5	3	7.4103897894612	2	9.27868053658166	6.67872291803412	3.46410161513775	10.3184499704843	0	0	8.09412817894855	0	0	10.8624955268165
539	2-54	1	0	0	0	0	2	0	0	0	1	2	2	4	2	4	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	9	7	8	4	2	0	0	2	2	2	8	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	5	1	1	0	17	21	18	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	5	1	0	4	1	0	1.88988157484231	5.42725964040142	0	6.4590365530882	5.60826887677561	0	6.23196723888141	0	0	0	1	5.89902292369658	5.45659190542063
540	4-58	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	5	3	0	0	0	0	1	2	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	11	7	10	11	8	3	1	0	0	0	0	0	0	0	0	0	1	1	2	3	3	1	0	0	0	0	0	0	0	14	10	10	0	2	1	5.62636484147047	3.77976314968462	4	7.60209841475412	0	0	9.032486135077	0	0	10.0398214002386
541	4-33	1	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	9	7	3	2	1	0	2	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2.82842712474619	1	3.77976314968462	4.7622031559046	2.82842712474619	5.65275195596469	1	0	3.77976314968462	0	0	5.16626493257571
542	4-54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	4	2	0	0	0	0	0	0	0	13	10	4	0	1	1	8.0588329839647	0	1	8.0588329839647	0	0	8.0588329839647	0	0	7.50810353660851
543	2-19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	5	4	3	3	3	1	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1	0	0	0	0	0	0	0	8	7	4	0	3	0	8.48582603511377	1.88988157484231	3	8.72018820009571	0	0	8.48582603511377	0	0	9.57967723947875
544	2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	7	5	3	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	1	0	5.62256684629551	0	0	5.91951307486139
545	2-72	1	0	0	2	0	1	2	0	1	1	2	2	6	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8	10	8	5	3	0	1	2	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	11	14	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	3.77976314968462	5.88779637909034	0	7.60767196475502	5.5516075873073	0	7.33283936309136	0	0	0	0	0	5.80193158794743
546	2-59	1	0	1	2	1	2	0	0	1	1	2	3	6	3	4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	13	11	10	5	6	8	0	1	2	2	4	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	16	18	16	9	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	11	10	2	6.59753955386447	7.58460574323218	0	9.08090577766855	7.80147001796898	0	8.87498369589368	0	0	0	0	7.49349659500198	7.71686405821879
547	Tetracycline	0	1	3	2	1	0	2	0	1	3	4	10	4	4	2	3	2	0	1	2	1	0	0	2	1	2	3	0	2	2	11	6	7	7	4	3	0	0	6	6	5	3	1	0	1	1	3	4	2	1	1	2	2	0	1	5	2	1	1	3	0	15	12	10	10	7	4	2	0	1	0	0	0	1	1	0	0	2	2	4	3	2	3	0	1	3	5	2	2	1	3	3	1	5.45069178784675	7.6009006995269	4.71065067421325	8.61140009203878	6.97596048923459	7.74260762017654	8.49617729389742	1	4	9.24701225257492	1	7.27574283678375	7.29720585624285
548	3-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
549	3-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	7	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	6.31752673037	0	0	3.77976314968462	0	0	2.95999806011041
550	3-9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0	0	0	7	3	0	1	1	1	5.75856862422589	0	1	5.7782757844848	0	0	4.36691506603759	0	0	5.9100124634034
551	3-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	6	3	4	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97100409661001	2.87174588749259	5.62900016050256	0	0	2.87174588749259	0	0	2.87174588749259
552	Tetracycline	0	1	3	2	1	0	2	0	1	3	4	10	4	4	2	3	2	0	1	2	1	0	0	2	1	2	3	0	2	2	11	6	7	7	4	3	0	0	6	6	5	3	1	0	1	1	3	4	2	1	1	2	2	0	1	5	2	1	1	3	0	15	12	10	10	7	4	2	0	1	0	0	0	1	1	0	0	2	2	4	3	2	3	0	1	3	5	2	2	1	3	3	1	5.45069178784675	7.6009006995269	4.71065067421325	8.61140009203878	6.97596048923459	7.74260762017654	8.49617729389742	1	4	9.24701225257492	1	7.27574283678375	7.29720585624285
