No.	NAME	T(N..O)	T(O..O)	T(O..S)	B01[C-N]	B01[C-O]	B01[C-F]	B01[N-N]	B02[C-O]	B02[O-O]	B02[O-S]	B03[C-O]	B03[N-O]	B03[N-F]	B03[O-O]	B03[O-S]	B03[F-Cl]	B04[N-O]	B04[N-S]	B04[O-O]	B05[C-C]	B05[C-N]	B05[C-O]	B05[C-S]	B05[C-Br]	B05[N-N]	B05[N-O]	B05[O-O]	B05[O-S]	B05[O-F]	B06[C-N]	B06[N-O]	B06[N-S]	B06[O-O]	B06[O-S]	B07[C-C]	B07[C-N]	B07[C-O]	B07[C-S]	B07[N-O]	B07[O-O]	B08[C-C]	B08[C-N]	B08[C-O]	B08[C-S]	B08[C-F]	B08[N-N]	B08[N-O]	B08[N-S]	B08[O-O]	B08[O-S]	B09[C-C]	B09[C-N]	B09[C-O]	B09[C-S]	B09[N-O]	B09[O-O]	B09[O-S]	B10[C-C]	B10[C-N]	B10[C-O]	B10[N-N]	B10[N-O]	B10[N-S]	B10[O-O]	F01[C-N]	F01[C-O]	F01[N-O]	F02[C-C]	F02[C-N]	F02[N-N]	F03[C-N]	F03[C-O]	F03[N-N]	F03[N-O]	F03[N-S]	F03[O-O]	F04[C-N]	F04[C-S]	F04[N-N]	F04[N-O]	F04[O-O]	F05[C-N]	F05[C-O]	F05[N-N]	F05[N-O]	F05[N-S]	F06[C-N]	F06[C-S]	F06[N-N]	F06[N-O]	F07[C-C]	F07[C-N]	F07[C-O]	F07[C-S]	F07[N-N]	F07[N-O]	F07[O-O]	F08[C-C]	F08[C-N]	F08[C-O]	F08[C-S]	F08[N-N]	F08[N-O]	F08[O-O]	F08[O-S]	F09[C-N]	F09[C-O]	F09[C-S]	F09[C-Cl]	F09[N-N]	F09[N-O]	F10[C-C]	F10[C-N]	F10[C-O]	F10[C-S]	F10[O-O]
602	3-41	27	70	16	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	2	6	0	13	3	0	1	12	0	2	0	3	2	2	0	0	0	0	10	0	1	0	0	0	0	0	8	1	5	1	0	2	1	6	2	4	1	0	0	0	1	2	3	0	0	0	0	4	1	2	0	0
603	2-7	40	8	8	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	6	3	0	29	7	0	7	5	0	0	0	0	8	5	0	0	0	8	5	0	1	1	7	3	2	0	20	5	6	2	0	2	0	16	5	4	0	0	1	1	0	5	3	0	0	0	0	6	3	2	0	0
604	2-71	29	98	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	7	0	39	2	0	2	18	0	1	0	1	5	0	0	0	1	7	20	0	0	0	3	0	0	4	14	0	21	0	0	0	0	3	0	14	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
605	2-13	12	3	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6	4	0	2	2	0	4	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606	2-55	32	152	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	7	0	38	3	0	4	12	0	2	0	0	3	0	0	3	0	2	20	0	0	0	3	0	0	0	13	2	16	0	0	2	2	10	3	12	0	0	0	2	0	0	14	0	0	0	0	8	0	12	0	4
607	2-21	76	80	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	4	8	0	44	7	0	5	23	0	0	0	2	8	0	0	1	2	9	22	0	1	0	6	0	0	4	30	2	18	0	1	2	0	17	6	13	0	0	0	3	0	5	6	0	0	0	3	17	0	3	0	0
608	4-33	48	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	7	0	32	5	0	6	9	1	0	0	1	10	0	0	0	0	7	15	0	2	0	4	0	0	4	7	2	7	0	0	2	2	3	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
609	2-12	18	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	2	0	28	9	0	9	2	1	0	0	0	11	0	0	0	0	8	2	1	1	0	6	0	1	1	18	6	1	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
610	3-24	40	8	8	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	8	3	0	32	7	0	7	5	0	0	0	0	8	5	0	0	0	8	5	0	1	1	7	3	2	0	22	7	6	2	0	2	0	20	5	4	2	0	1	1	0	5	5	0	0	0	0	12	3	2	0	0
611	2-23	14	21	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	34	3	0	5	7	0	1	0	0	6	0	0	0	1	3	6	0	1	0	0	0	0	1	6	0	13	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
612	4-55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	3	0	3	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	2	0	0	0	10	1	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
613	4-30	20	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	36	2	0	5	15	0	0	0	1	7	0	0	0	1	3	8	0	4	0	0	0	0	0	4	0	12	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
614	4-28a	64	18	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	4	0	14	8	0	6	8	2	1	0	0	8	0	0	1	0	7	4	1	4	0	8	0	1	1	11	9	7	0	0	0	0	6	5	5	0	1	2	1	0	1	1	0	0	1	0	3	3	1	0	0
615	4-58	43	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	9	2	0	41	11	0	11	6	0	0	0	0	13	0	0	0	1	10	9	3	2	0	14	0	0	2	30	13	11	0	1	0	0	25	11	4	0	1	1	0	0	6	0	0	0	0	1	13	2	0	0	0
616	2-24	76	80	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	4	8	0	41	6	0	5	23	0	0	0	2	8	0	0	1	2	9	22	0	1	0	6	0	0	4	28	2	18	0	1	2	0	14	6	13	0	0	0	3	0	4	4	0	0	0	3	12	0	3	0	0
617	2-41	41	3	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	7	3	0	38	9	0	9	5	1	0	0	1	10	0	0	0	0	12	8	0	0	0	10	0	1	2	31	7	4	0	1	3	0	21	7	5	0	0	1	0	0	3	4	0	0	0	0	10	1	3	0	0
618	2-96	35	60	14	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	6	0	12	2	0	2	12	0	0	1	5	1	2	0	3	0	1	7	0	0	0	2	0	0	0	8	1	5	0	0	2	2	5	2	4	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
619	4-60	33	17	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0	29	4	0	4	7	0	1	0	1	8	0	0	0	0	8	9	0	2	0	5	0	1	1	5	2	3	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
620	4-55a	36	21	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	7	3	0	1	4	0	4	0	3	3	0	0	0	0	2	3	0	1	0	2	0	0	2	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	2-5	5	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	32	2	0	5	4	0	0	0	0	6	0	0	0	0	3	2	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
623	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
624	2-4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	35	3	0	6	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	5	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	3-39	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	2	5	0	13	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	1	0	2	0	6	2	4	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0
626	4-15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	2-7	40	8	8	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	6	3	0	29	7	0	7	5	0	0	0	0	8	5	0	0	0	8	5	0	1	1	7	3	2	0	20	5	6	2	0	2	0	16	5	4	0	0	1	1	0	5	3	0	0	0	0	6	3	2	0	0
628	4-62	19	20	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	4	0	36	2	0	4	11	0	1	0	0	5	0	0	0	0	3	10	0	0	0	2	0	0	0	13	3	6	0	0	0	0	9	0	5	0	0	2	0	0	1	2	0	0	0	0	1	0	5	0	0
629	4-17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	2	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	2-13	12	3	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6	4	0	2	2	0	4	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	4-30	20	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	36	2	0	5	15	0	0	0	1	7	0	0	0	1	3	8	0	4	0	0	0	0	0	4	0	12	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
632	4-60	33	17	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	5	0	29	4	0	4	7	0	1	0	1	8	0	0	0	0	8	9	0	2	0	5	0	1	1	5	2	3	0	0	2	0	1	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
633	4-33	48	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	7	0	32	5	0	6	9	1	0	0	1	10	0	0	0	0	7	15	0	2	0	4	0	0	4	7	2	7	0	0	2	2	3	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
634	2-13	12	3	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	6	4	0	2	2	0	4	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	4-39	10	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	10	1	0	2	5	0	0	0	0	2	0	0	1	1	2	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	2-9	23	32	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	38	1	0	2	18	0	0	0	0	5	0	0	0	2	7	11	0	1	0	3	0	0	3	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
637	4-33	48	33	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	7	0	32	5	0	6	9	1	0	0	1	10	0	0	0	0	7	15	0	2	0	4	0	0	4	7	2	7	0	0	2	2	3	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
638	2-12	18	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	2	0	28	9	0	9	2	1	0	0	0	11	0	0	0	0	8	2	1	1	0	6	0	1	1	18	6	1	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
639	3-29	0	55	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	38	0	0	0	20	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
640	2-53	46	232	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	2	10	0	49	2	0	3	23	0	0	0	1	7	0	0	0	2	9	27	0	0	0	4	0	0	5	26	1	22	0	0	2	1	26	0	12	0	0	0	5	0	0	9	0	0	0	0	27	0	16	0	0
641	2-61	0	80	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	38	0	0	0	22	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
642	4-16	32	54	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	36	1	0	3	13	0	0	0	2	2	0	0	1	0	3	19	0	1	0	6	0	0	0	5	5	16	0	0	1	2	1	0	5	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0
643	4-15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644	2-37	18	34	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	30	3	0	2	11	0	1	0	2	2	0	0	0	0	3	14	0	0	0	3	0	0	1	8	1	5	0	0	1	2	2	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
645	2-91	0	136	60	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	8	0	0	0	5	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
646	2-64	67	57	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	6	0	39	3	0	2	18	1	0	0	1	6	0	0	0	1	8	19	0	1	0	5	0	0	4	14	5	16	0	0	0	0	3	7	7	0	0	0	3	0	3	0	0	0	0	4	0	0	0	0	0
647	2-44	0	66	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	31	0	0	0	13	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	0	12	0	0	0	2	3	0	5	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	2
648	2-12	18	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	6	2	0	28	9	0	9	2	1	0	0	0	11	0	0	0	0	8	2	1	1	0	6	0	1	1	18	6	1	0	0	1	0	13	3	3	0	0	0	0	0	1	2	0	0	0	0	5	1	1	0	0
649	Ampcillin	57	33	17	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	6	4	0	18	8	0	5	6	2	4	1	0	8	1	0	0	0	9	7	0	1	0	2	1	1	3	10	4	7	2	0	0	0	9	5	4	2	0	0	2	0	1	3	1	0	0	2	8	0	4	0	0
650	2-71	29	98	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	7	0	39	2	0	2	18	0	1	0	1	5	0	0	0	1	7	20	0	0	0	3	0	0	4	14	0	21	0	0	0	0	3	0	14	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0
651	4-55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	32	3	0	3	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	2	0	0	0	10	1	0	0	0	0	0	6	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
652	2-24	76	80	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	4	8	0	41	6	0	5	23	0	0	0	2	8	0	0	1	2	9	22	0	1	0	6	0	0	4	28	2	18	0	1	2	0	14	6	13	0	0	0	3	0	4	4	0	0	0	3	12	0	3	0	0
653	4-27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	2	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
654	2-55	32	152	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	7	0	38	3	0	4	12	0	2	0	0	3	0	0	3	0	2	20	0	0	0	3	0	0	0	13	2	16	0	0	2	2	10	3	12	0	0	0	2	0	0	14	0	0	0	0	8	0	12	0	4
655	2-2	25	35	8	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	5	0	12	2	0	1	11	0	2	0	3	2	2	0	0	0	0	7	0	1	0	0	0	0	0	8	1	4	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
